Username,Platform,Followers,Engagement Rate,Location,Industry,Contact Email,Campaign ROI,Ad Cost (USD)
Sara_Al-Mutawa_4608,TikTok,765615,9.317471828146726,UAE,Beauty,sara.al-mutawa.4608@example.com,26,37684.57409024705
Mariam_Al-Sharif_2356,TikTok,592558,6.283566782371184,Bahrain,Entertainment,mariam.al-sharif.2356@example.com,29,25667.428579960037
Abdullah_Al-Jaber_1454,TikTok,644343,8.826779673444463,Bahrain,Sports,abdullah.al-jaber.1454@example.com,26,8925.699635354595
Omar_Al-Mutawa_7822,TikTok,762705,8.574033097353494,Kuwait,Travel,omar.al-mutawa.7822@example.com,17,11108.844409183517
Mariam_Al-Hashimi_6350,TikTok,551589,3.769494138957964,Bahrain,Beauty,mariam.al-hashimi.6350@example.com,11,27461.787746518803
Hassan_Al-Thani_1008,TikTok,468682,3.0328530693541573,UAE,Travel,hassan.al-thani.1008@example.com,28,31635.906473056195
Mohammed_Al-Hashimi_7073,TikTok,986337,4.921420088568588,Kuwait,Travel,mohammed.al-hashimi.7073@example.com,20,13160.689313203065
Omar_Al-Hashimi_8289,TikTok,505684,5.7997770687776615,Saudi Arabia,Food,omar.al-hashimi.8289@example.com,17,5898.215788816579
Reem_Al-Maktoum_1732,TikTok,220504,1.868822325629999,Oman,Food,reem.al-maktoum.1732@example.com,15,26549.684022870508
Sara_Al-Sabah_8104,TikTok,869691,9.90804810474717,Bahrain,Sports,sara.al-sabah.8104@example.com,29,10244.7222047428
Sara_Al-Sharif_1739,TikTok,913405,5.925201188684535,UAE,Food,sara.al-sharif.1739@example.com,22,9125.597969836415
Noor_Al-Jaber_7777,TikTok,828891,8.864765722064158,Saudi Arabia,Sports,noor.al-jaber.7777@example.com,25,16986.97026421674
Aisha_Al-Sharif_8504,TikTok,46354,7.002099876188684,Kuwait,Food,aisha.al-sharif.8504@example.com,29,10137.721695986495
Fatima_Al-Thani_516,TikTok,684633,0.7786310161921856,Oman,Travel,fatima.al-thani.516@example.com,20,23328.309339510917
Sara_Al-Salem_9231,TikTok,41179,0.28736565885947135,Kuwait,Tech,sara.al-salem.9231@example.com,12,24227.35830663502
Omar_Al-Mubarak_2387,TikTok,925059,8.94511225548569,Saudi Arabia,Food,omar.al-mubarak.2387@example.com,14,20312.266851218745
Ahmed_Al-Khalifa_8169,TikTok,614241,5.702260573766939,Saudi Arabia,Sports,ahmed.al-khalifa.8169@example.com,18,32626.01187966394
Fatima_Al-Mutawa_5109,TikTok,695827,5.355101438008012,UAE,Fashion,fatima.al-mutawa.5109@example.com,25,37400.955353359524
Layla_Al-Jaber_5928,TikTok,235557,1.2111284322185547,UAE,Tech,layla.al-jaber.5928@example.com,22,43861.762801983925
Noor_Al-Zahrani_7722,TikTok,29723,1.4444678285862906,UAE,Travel,noor.al-zahrani.7722@example.com,19,21381.33365498073
Khaled_Al-Thani_6656,TikTok,340980,4.370802984384266,Kuwait,Entertainment,khaled.al-thani.6656@example.com,18,45355.89816333758
Khaled_Al-Mutawa_7998,TikTok,847299,6.19098062391303,Oman,Tech,khaled.al-mutawa.7998@example.com,20,32528.777784580823
Khaled_Al-Said_3571,TikTok,402247,8.337545606928064,Qatar,Sports,khaled.al-said.3571@example.com,16,43382.022501753876
Ali_Al-Hashimi_2220,TikTok,847920,7.38158948866417,Qatar,Tech,ali.al-hashimi.2220@example.com,29,17722.69588045587
Sara_Al-Mutawa_3553,TikTok,554600,9.682869185856248,Bahrain,Beauty,sara.al-mutawa.3553@example.com,10,14656.904743592255
Reem_Al-Mutawa_369,TikTok,86097,9.558228487466572,Oman,Entertainment,reem.al-mutawa.369@example.com,14,12104.748121172895
Ahmed_Al-Jaber_7324,TikTok,40406,5.520769030179668,UAE,Sports,ahmed.al-jaber.7324@example.com,12,34113.03204002011
Omar_Al-Qasimi_103,TikTok,474554,9.408889518618833,Bahrain,Food,omar.al-qasimi.103@example.com,12,8039.086077097601
Ahmed_Al-Thani_1507,TikTok,880234,3.841109349916494,Kuwait,Tech,ahmed.al-thani.1507@example.com,21,36893.85537640152
Noor_Al-Mubarak_2616,TikTok,368538,5.305311755897495,UAE,Fashion,noor.al-mubarak.2616@example.com,26,19628.929438363364
Noor_Al-Sharif_2399,TikTok,848874,8.261152875567507,Saudi Arabia,Entertainment,noor.al-sharif.2399@example.com,14,28039.37234401178
Abdullah_Al-Salem_7064,TikTok,308941,5.037357946986194,Saudi Arabia,Fashion,abdullah.al-salem.7064@example.com,26,13976.088716524066
Layla_Al-Mutawa_7714,TikTok,507919,8.233306745009424,UAE,Travel,layla.al-mutawa.7714@example.com,19,9982.157505126366
Ahmed_Al-Salem_1050,TikTok,70340,7.0779904155976086,Qatar,Travel,ahmed.al-salem.1050@example.com,18,34638.22437948467
Sara_Al-Qasimi_2120,TikTok,448005,9.294056337988609,Bahrain,Food,sara.al-qasimi.2120@example.com,20,29109.36414645402
Aisha_Al-Sabah_7317,TikTok,200183,3.4063689693316586,Qatar,Lifestyle,aisha.al-sabah.7317@example.com,23,46752.05060927387
Mohammed_Al-Sharif_2687,TikTok,841278,2.2000565280973325,Qatar,Food,mohammed.al-sharif.2687@example.com,11,47134.26256529317
Hassan_Al-Maktoum_5561,TikTok,918026,9.165672047877504,UAE,Tech,hassan.al-maktoum.5561@example.com,24,41517.8809192493
Mariam_Al-Sharif_7971,TikTok,930473,4.150998928368902,UAE,Entertainment,mariam.al-sharif.7971@example.com,18,21620.027828664937
Ahmed_Al-Khalifa_5177,TikTok,907140,2.8485596564536775,Saudi Arabia,Tech,ahmed.al-khalifa.5177@example.com,16,27546.7575663096
Mariam_Al-Mutawa_7202,TikTok,291113,4.635578723477362,Qatar,Lifestyle,mariam.al-mutawa.7202@example.com,25,12899.896448457666
Hassan_Al-Mubarak_5569,TikTok,803527,3.17265831405975,Kuwait,Entertainment,hassan.al-mubarak.5569@example.com,12,13635.855499124636
Layla_Al-Jaber_8877,TikTok,5768,7.563457791106634,Qatar,Sports,layla.al-jaber.8877@example.com,28,41407.952290771966
Reem_Al-Hashimi_3678,TikTok,677398,8.28831895791363,Qatar,Entertainment,reem.al-hashimi.3678@example.com,12,14936.267084763096
Mariam_Al-Salem_8060,TikTok,585338,1.5869380110852584,UAE,Lifestyle,mariam.al-salem.8060@example.com,20,16787.458724035747
Sara_Al-Mubarak_2333,TikTok,988977,4.7384962398917185,Bahrain,Entertainment,sara.al-mubarak.2333@example.com,19,48932.71005621102
Mariam_Al-Jaber_5700,TikTok,503127,2.616785174147847,Oman,Tech,mariam.al-jaber.5700@example.com,17,6002.8067555323005
Ali_Al-Salem_2538,TikTok,806440,7.501539039050202,Saudi Arabia,Travel,ali.al-salem.2538@example.com,19,29916.008437607707
Layla_Al-Hashimi_3568,TikTok,881542,0.5133617082125257,Oman,Travel,layla.al-hashimi.3568@example.com,18,26704.705640995177
Mariam_Al-Zahrani_9974,TikTok,225054,4.519512391830365,Qatar,Sports,mariam.al-zahrani.9974@example.com,15,43442.80210741221
Noor_Al-Thani_8958,TikTok,142514,8.675773041605616,Oman,Lifestyle,noor.al-thani.8958@example.com,13,18214.5422285604
Mariam_Al-Jaber_8934,TikTok,54830,9.569763734819151,Kuwait,Beauty,mariam.al-jaber.8934@example.com,22,11381.07875861016
Khaled_Al-Hassan_9880,TikTok,223558,8.363518802040728,Kuwait,Lifestyle,khaled.al-hassan.9880@example.com,23,23860.410967034193
Hassan_Al-Zahrani_4710,TikTok,856897,4.058667909298802,Saudi Arabia,Beauty,hassan.al-zahrani.4710@example.com,25,25004.660680441764
Hassan_Al-Khalifa_1029,TikTok,779440,1.9431062064790707,UAE,Travel,hassan.al-khalifa.1029@example.com,22,21584.043004707793
Omar_Al-Mutawa_7624,TikTok,952517,1.6560307081391241,Bahrain,Tech,omar.al-mutawa.7624@example.com,28,42574.56802277984
Fatima_Al-Qasimi_8816,TikTok,709711,1.887279813894524,Qatar,Fashion,fatima.al-qasimi.8816@example.com,20,19701.50594328413
Hassan_Al-Jaber_243,TikTok,282196,2.7877768141216506,Saudi Arabia,Fashion,hassan.al-jaber.243@example.com,15,49225.19149873421
Hassan_Al-Mubarak_4195,TikTok,292405,9.018395243025042,Kuwait,Fashion,hassan.al-mubarak.4195@example.com,24,23415.961177924182
Ali_Al-Qasimi_8186,TikTok,493029,1.8408624367506532,Saudi Arabia,Tech,ali.al-qasimi.8186@example.com,28,32622.399254865413
Yousef_Al-Jaber_2353,TikTok,428086,6.14620221216457,Qatar,Entertainment,yousef.al-jaber.2353@example.com,15,14399.92045721446
Ali_Al-Hashimi_4550,TikTok,761645,2.6830064385669252,Qatar,Lifestyle,ali.al-hashimi.4550@example.com,16,25834.51163305841
Reem_Al-Khalifa_7450,TikTok,509334,3.730809626439853,Qatar,Entertainment,reem.al-khalifa.7450@example.com,26,17256.78636274644
Ahmed_Al-Hashimi_2556,TikTok,224660,5.097161181116704,UAE,Entertainment,ahmed.al-hashimi.2556@example.com,14,29310.396617686987
Mohammed_Al-Hashimi_7796,TikTok,991668,6.9139832345373184,Saudi Arabia,Sports,mohammed.al-hashimi.7796@example.com,12,10877.57388817733
Fatima_Al-Thani_6641,TikTok,918165,0.3626161009764354,Kuwait,Beauty,fatima.al-thani.6641@example.com,15,13403.118846050222
Mohammed_Al-Said_8567,TikTok,257860,5.4344105157106535,Saudi Arabia,Fashion,mohammed.al-said.8567@example.com,27,44234.114603347385
Hassan_Al-Mubarak_3315,TikTok,123946,2.8449767297336797,Saudi Arabia,Tech,hassan.al-mubarak.3315@example.com,19,11128.32592095727
Reem_Al-Jaber_611,TikTok,949122,0.8047661353318372,UAE,Beauty,reem.al-jaber.611@example.com,20,23052.550914373798
Ali_Al-Jaber_5246,TikTok,226720,8.180867853968685,UAE,Entertainment,ali.al-jaber.5246@example.com,22,30707.343095699925
Ahmed_Al-Zahrani_8758,TikTok,183404,3.935288062317034,Saudi Arabia,Travel,ahmed.al-zahrani.8758@example.com,16,40186.9759004411
Layla_Al-Hashimi_1570,TikTok,490862,2.3647275233045626,Kuwait,Sports,layla.al-hashimi.1570@example.com,10,37142.06991342073
Mariam_Al-Khalifa_4870,TikTok,275871,9.842093363169456,Qatar,Entertainment,mariam.al-khalifa.4870@example.com,25,40537.83323279165
Ahmed_Al-Thani_6356,TikTok,116602,6.326685423948054,Kuwait,Fashion,ahmed.al-thani.6356@example.com,16,2428.257030010276
Mohammed_Al-Sabah_4474,TikTok,511628,9.727936427590551,Qatar,Lifestyle,mohammed.al-sabah.4474@example.com,26,6337.956592597218
Reem_Al-Mutawa_4669,TikTok,364737,3.6410528460907776,Qatar,Tech,reem.al-mutawa.4669@example.com,13,28946.98601032209
Mariam_Al-Said_8550,TikTok,835558,4.465136601429739,Oman,Entertainment,mariam.al-said.8550@example.com,24,27909.55956730621
Layla_Al-Maktoum_3165,TikTok,368593,2.0826367937259223,Saudi Arabia,Sports,layla.al-maktoum.3165@example.com,26,44159.223429832826
Ahmed_Al-Thani_6224,TikTok,659136,9.208002797648218,Kuwait,Fashion,ahmed.al-thani.6224@example.com,10,45581.348443371695
Hassan_Al-Sabah_7866,TikTok,265365,8.157671718871272,Oman,Beauty,hassan.al-sabah.7866@example.com,26,11173.774082390584
Hassan_Al-Sharif_6873,TikTok,661751,7.46181220579864,Saudi Arabia,Lifestyle,hassan.al-sharif.6873@example.com,29,1463.526364775586
Aisha_Al-Qasimi_1801,TikTok,331870,8.276739670985435,Bahrain,Lifestyle,aisha.al-qasimi.1801@example.com,18,3442.2620616626396
Aisha_Al-Hashimi_4558,TikTok,611816,6.529076878563852,Qatar,Tech,aisha.al-hashimi.4558@example.com,10,41445.40886616438
Yousef_Al-Saud_9641,TikTok,651041,3.4478271404240894,Qatar,Entertainment,yousef.al-saud.9641@example.com,19,13075.813361724418
Ahmed_Al-Salem_8409,TikTok,305895,5.1260657624762995,Oman,Sports,ahmed.al-salem.8409@example.com,23,36760.83736521665
Ahmed_Al-Hashimi_4143,TikTok,27008,2.1453785723198298,Oman,Tech,ahmed.al-hashimi.4143@example.com,10,6384.654663198666
Hassan_Al-Mubarak_9265,TikTok,460400,6.195136369618092,Oman,Lifestyle,hassan.al-mubarak.9265@example.com,18,32802.61112720398
Noor_Al-Saud_2394,TikTok,221685,9.951766485972232,UAE,Food,noor.al-saud.2394@example.com,25,45126.55178671472
Ahmed_Al-Zahrani_740,TikTok,563919,3.5298196100226242,Kuwait,Fashion,ahmed.al-zahrani.740@example.com,27,40331.0729273303
Sara_Al-Saud_7164,TikTok,945988,7.382934346315623,UAE,Lifestyle,sara.al-saud.7164@example.com,22,21854.943309553062
Ahmed_Al-Hashimi_4400,TikTok,118565,1.1510229379890988,Kuwait,Food,ahmed.al-hashimi.4400@example.com,12,10478.83087667086
Sara_Al-Salem_6043,TikTok,173233,2.909719910579491,Bahrain,Food,sara.al-salem.6043@example.com,16,14777.115803141534
Hassan_Al-Maktoum_9662,TikTok,399059,5.428427385448336,Qatar,Entertainment,hassan.al-maktoum.9662@example.com,22,9530.075969675423
Aisha_Al-Saud_4781,TikTok,384281,1.3773868235231586,Saudi Arabia,Food,aisha.al-saud.4781@example.com,13,31806.251311843127
Aisha_Al-Zahrani_7697,TikTok,755247,1.2338118867521297,Bahrain,Food,aisha.al-zahrani.7697@example.com,28,27200.43909821823
Mohammed_Al-Khalifa_6124,TikTok,779880,9.229832352972231,Bahrain,Lifestyle,mohammed.al-khalifa.6124@example.com,23,18105.729361642294
Aisha_Al-Mutawa_9867,TikTok,261824,3.776934171871856,Qatar,Food,aisha.al-mutawa.9867@example.com,10,31850.26029682329
Ahmed_Al-Thani_4235,TikTok,858956,6.485309361931732,Bahrain,Travel,ahmed.al-thani.4235@example.com,26,6768.225990548872
Aisha_Al-Mubarak_8314,TikTok,277909,4.6225680668458295,Bahrain,Beauty,aisha.al-mubarak.8314@example.com,18,14246.148049358097
Mariam_Al-Hassan_6704,TikTok,572028,9.825723910364546,UAE,Tech,mariam.al-hassan.6704@example.com,17,17246.56444712716
Hassan_Al-Qasimi_7136,TikTok,387696,0.4143769329062116,Qatar,Sports,hassan.al-qasimi.7136@example.com,17,28292.14310585475
Fatima_Al-Qasimi_4244,TikTok,65740,9.058245017021104,Qatar,Travel,fatima.al-qasimi.4244@example.com,16,1379.3850330906075
Aisha_Al-Jaber_7316,TikTok,882169,0.7377035104822312,UAE,Beauty,aisha.al-jaber.7316@example.com,24,25491.028657436334
Fatima_Al-Thani_1683,TikTok,336474,5.165450152051999,Oman,Sports,fatima.al-thani.1683@example.com,23,22406.194154208442
Noor_Al-Maktoum_8701,TikTok,337059,7.688845681461892,UAE,Travel,noor.al-maktoum.8701@example.com,24,9287.426468717176
Omar_Al-Jaber_7783,TikTok,300781,4.093586777401296,Saudi Arabia,Food,omar.al-jaber.7783@example.com,16,27348.389384858143
Yousef_Al-Salem_385,TikTok,378538,0.3288691603474425,UAE,Fashion,yousef.al-salem.385@example.com,26,27719.84218352608
Hassan_Al-Hassan_6594,TikTok,767111,2.0815602072067643,Oman,Tech,hassan.al-hassan.6594@example.com,28,37500.07702792791
Reem_Al-Saud_5197,TikTok,492482,7.513965457721691,UAE,Beauty,reem.al-saud.5197@example.com,21,20581.434480429038
Noor_Al-Hashimi_448,TikTok,959847,5.112945347862666,UAE,Food,noor.al-hashimi.448@example.com,27,20764.310230711086
Hassan_Al-Mutawa_9115,TikTok,181616,9.647365313265341,UAE,Tech,hassan.al-mutawa.9115@example.com,10,35561.03822761898
Abdullah_Al-Hassan_9725,TikTok,728194,4.321978581118144,Oman,Beauty,abdullah.al-hassan.9725@example.com,27,35604.91562992676
Yousef_Al-Thani_414,TikTok,929312,8.96726211240844,Bahrain,Fashion,yousef.al-thani.414@example.com,11,10410.4479965099
Reem_Al-Khalifa_1093,TikTok,994511,2.426186080756171,Kuwait,Sports,reem.al-khalifa.1093@example.com,17,25535.32708230289
Ahmed_Al-Hassan_4410,TikTok,605463,3.6376934135270753,Bahrain,Tech,ahmed.al-hassan.4410@example.com,25,48762.1293076896
Ahmed_Al-Saud_9082,TikTok,11085,9.060585727155777,UAE,Sports,ahmed.al-saud.9082@example.com,16,36438.307468733154
Noor_Al-Said_3710,TikTok,588631,3.5672362252427954,Oman,Fashion,noor.al-said.3710@example.com,17,16786.545922684625
Yousef_Al-Maktoum_7986,TikTok,249163,9.550061432931251,Bahrain,Food,yousef.al-maktoum.7986@example.com,25,33995.451115307726
Hassan_Al-Mutawa_2093,TikTok,491478,8.080008643944172,Bahrain,Lifestyle,hassan.al-mutawa.2093@example.com,13,49404.62482570083
Ahmed_Al-Thani_1325,TikTok,166571,9.687900405904081,Qatar,Entertainment,ahmed.al-thani.1325@example.com,13,26217.512142100506
Noor_Al-Hashimi_2421,TikTok,285553,0.4933128817043877,UAE,Entertainment,noor.al-hashimi.2421@example.com,17,36232.878450161166
Mariam_Al-Khalifa_5064,TikTok,314030,6.588407987005471,Kuwait,Food,mariam.al-khalifa.5064@example.com,17,19235.867984880246
Noor_Al-Khalifa_8528,TikTok,593307,1.3625356079848037,Oman,Travel,noor.al-khalifa.8528@example.com,26,23267.971787996426
Sara_Al-Saud_8547,TikTok,289240,8.873677288601591,Qatar,Entertainment,sara.al-saud.8547@example.com,12,24036.721215870883
Khaled_Al-Hashimi_7420,TikTok,403878,7.615316997774163,Saudi Arabia,Food,khaled.al-hashimi.7420@example.com,20,22766.10729797149
Layla_Al-Khalifa_458,TikTok,251945,3.3052605131451394,Kuwait,Entertainment,layla.al-khalifa.458@example.com,27,4970.526688936281
Noor_Al-Maktoum_9436,TikTok,332938,8.954637375331547,Qatar,Tech,noor.al-maktoum.9436@example.com,24,26486.893513210605
Omar_Al-Maktoum_9593,TikTok,493290,7.006809475470302,Saudi Arabia,Entertainment,omar.al-maktoum.9593@example.com,26,33623.12485927988
Khaled_Al-Jaber_3208,TikTok,648856,9.796917130113323,Bahrain,Tech,khaled.al-jaber.3208@example.com,13,22990.397124481904
Ahmed_Al-Zahrani_5790,TikTok,750137,5.638279628731534,Oman,Food,ahmed.al-zahrani.5790@example.com,20,29793.84641420431
Ali_Al-Said_945,TikTok,147470,5.697322035234344,Saudi Arabia,Lifestyle,ali.al-said.945@example.com,18,47507.27076597592
Noor_Al-Zahrani_4566,TikTok,623738,1.3981192126647999,Bahrain,Sports,noor.al-zahrani.4566@example.com,23,30854.114066921735
Mariam_Al-Thani_4873,TikTok,64364,8.999084367534362,Kuwait,Sports,mariam.al-thani.4873@example.com,19,36154.19841954999
Khaled_Al-Salem_1304,TikTok,973362,4.044823345214973,Oman,Travel,khaled.al-salem.1304@example.com,25,42249.00005368385
Reem_Al-Khalifa_8086,TikTok,779476,9.778806037196215,Qatar,Entertainment,reem.al-khalifa.8086@example.com,10,46045.70875622872
Fatima_Al-Zahrani_7038,TikTok,954098,6.4822497294436285,Saudi Arabia,Beauty,fatima.al-zahrani.7038@example.com,14,35681.35281669409
Layla_Al-Hassan_7947,TikTok,389690,0.8367384775034988,Bahrain,Tech,layla.al-hassan.7947@example.com,28,24602.27561202253
Hassan_Al-Zahrani_3788,TikTok,468406,9.763577287163857,Qatar,Sports,hassan.al-zahrani.3788@example.com,26,44999.95506246885
Yousef_Al-Jaber_7928,TikTok,209810,2.536763023398756,Oman,Travel,yousef.al-jaber.7928@example.com,29,26994.49421034631
Noor_Al-Maktoum_4240,TikTok,135228,4.9707670695901145,Kuwait,Fashion,noor.al-maktoum.4240@example.com,19,21214.699749188076
Ali_Al-Maktoum_2455,TikTok,864119,2.4683334515116333,Kuwait,Food,ali.al-maktoum.2455@example.com,29,6383.711518956588
Sara_Al-Maktoum_6524,TikTok,656430,9.325558020064618,Qatar,Lifestyle,sara.al-maktoum.6524@example.com,16,20666.470760174943
Fatima_Al-Said_33,TikTok,394460,7.619827242384494,UAE,Tech,fatima.al-said.33@example.com,27,15920.785577936753
Reem_Al-Jaber_1246,TikTok,395642,3.6411241881086993,Kuwait,Sports,reem.al-jaber.1246@example.com,12,22578.891246890318
Noor_Al-Hashimi_5438,TikTok,159123,7.921225268853949,Bahrain,Fashion,noor.al-hashimi.5438@example.com,20,8019.916476941858
Noor_Al-Saud_5045,TikTok,666099,8.931636891836618,Bahrain,Food,noor.al-saud.5045@example.com,28,46340.18289827808
Aisha_Al-Khalifa_6954,TikTok,601567,8.006937481169231,Saudi Arabia,Lifestyle,aisha.al-khalifa.6954@example.com,16,28511.77456569982
Aisha_Al-Hashimi_2787,TikTok,542655,8.81513961427888,Oman,Fashion,aisha.al-hashimi.2787@example.com,28,35972.75641463382
Ahmed_Al-Mubarak_5063,TikTok,50344,7.690189250541595,UAE,Lifestyle,ahmed.al-mubarak.5063@example.com,19,44502.74991232569
Khaled_Al-Saud_7106,TikTok,98746,9.958169023284944,Qatar,Fashion,khaled.al-saud.7106@example.com,29,43656.478042612405
Ali_Al-Zahrani_556,TikTok,607029,9.931881592724105,Oman,Fashion,ali.al-zahrani.556@example.com,12,30917.33442813107
Ali_Al-Mubarak_5241,TikTok,649569,4.376225864922531,Kuwait,Entertainment,ali.al-mubarak.5241@example.com,10,23611.042886799136
Mohammed_Al-Salem_1688,TikTok,299239,5.981130047076467,Oman,Food,mohammed.al-salem.1688@example.com,24,33810.97478293004
Yousef_Al-Sharif_2127,TikTok,12848,3.178210278564926,Saudi Arabia,Entertainment,yousef.al-sharif.2127@example.com,28,23364.168829357804
Layla_Al-Khalifa_8958,TikTok,753853,0.40928228620268636,Oman,Beauty,layla.al-khalifa.8958@example.com,26,25371.063095042402
Omar_Al-Zahrani_3809,TikTok,836618,8.203498465129877,Oman,Sports,omar.al-zahrani.3809@example.com,20,1332.4923964293703
Mariam_Al-Mubarak_1574,TikTok,835462,5.7181044477867795,Bahrain,Sports,mariam.al-mubarak.1574@example.com,16,45229.85517842807
Yousef_Al-Mutawa_1337,TikTok,278117,9.580581826509528,UAE,Entertainment,yousef.al-mutawa.1337@example.com,16,23612.268562357563
Omar_Al-Jaber_5757,TikTok,820864,1.3353191176960888,Oman,Lifestyle,omar.al-jaber.5757@example.com,11,3403.9083254057373
Mariam_Al-Maktoum_3954,TikTok,377754,9.833264933202424,Oman,Tech,mariam.al-maktoum.3954@example.com,17,7001.839753529774
Fatima_Al-Thani_3581,TikTok,301093,6.518534676201495,Qatar,Lifestyle,fatima.al-thani.3581@example.com,28,5668.209024831808
Ali_Al-Saud_3654,TikTok,69863,5.528680009024199,Kuwait,Beauty,ali.al-saud.3654@example.com,25,18114.159092152902
Aisha_Al-Said_670,TikTok,750312,6.670157409460795,Qatar,Beauty,aisha.al-said.670@example.com,27,39024.25198634133
Hassan_Al-Saud_2270,TikTok,367790,7.680888668406026,Saudi Arabia,Food,hassan.al-saud.2270@example.com,16,38753.5376329353
